Date,Heure,Consommation
2017-07-26,20:00,42535.25
2017-07-26,21:00,42556.1
2017-07-26,22:00,41895.27
2017-07-26,23:00,40227.7
2017-07-27,00:00,37819.83
2017-07-27,01:00,36099.1
2017-07-27,02:00,34711.52
2017-07-27,03:00,33583.14
2017-07-27,04:00,33377.13
2017-07-27,05:00,32205.43
2017-07-27,06:00,31797.1
2017-07-27,07:00,33807.92
2017-07-27,08:00,39311.06
2017-07-27,09:00,42924.33
2017-07-27,10:00,44247.01
2017-07-27,11:00,45536.86
2017-07-27,12:00,44370.53
2017-07-27,13:00,45320.05
2017-07-27,14:00,46157.53
2017-07-27,15:00,45771.23
2017-07-27,16:00,45199.29
2017-07-27,17:00,43145.62
2017-07-27,18:00,40031.52
2017-07-27,19:00,39376.37
2017-07-27,20:00,40731.1
2017-07-27,21:00,40638.3
2017-07-27,22:00,40325.77
2017-07-27,23:00,38210.97
2017-07-28,00:00,36791.6
2017-07-28,01:00,35312.33
2017-07-28,02:00,34034.86
2017-07-28,03:00,33109.9
2017-07-28,04:00,32607.26
2017-07-28,05:00,31420.84
2017-07-28,06:00,30967.29
2017-07-28,07:00,32901.03
2017-07-28,08:00,37970.46
2017-07-28,09:00,41177.57
2017-07-28,10:00,42216.42
2017-07-28,11:00,43163.39
2017-07-28,12:00,41767.46
2017-07-28,13:00,41149.45
2017-07-28,14:00,43404.99
2017-07-28,15:00,43276.33
2017-07-28,16:00,42784.89
2017-07-28,17:00,41199.39
2017-07-28,18:00,39350.02
2017-07-28,19:00,38713.4
2017-07-28,20:00,39779.47
2017-07-28,21:00,39809.07
2017-07-28,22:00,39162.0
2017-07-28,23:00,37722.51
2017-07-29,00:00,35857.77
2017-07-29,01:00,34272.24
2017-07-29,02:00,33140.23
2017-07-29,03:00,31827.9
2017-07-29,04:00,31531.61
2017-07-29,05:00,30584.32
2017-07-29,06:00,29971.78
2017-07-29,07:00,31117.67
2017-07-29,08:00,35493.19
2017-07-29,09:00,38667.55
2017-07-29,10:00,39892.7
2017-07-29,11:00,40524.76
2017-07-29,12:00,39621.69
2017-07-29,13:00,40062.92
2017-07-29,14:00,40341.15
2017-07-29,15:00,40126.93
2017-07-29,16:00,39460.3
2017-07-29,17:00,38490.87
2017-07-29,18:00,37832.45
2017-07-29,19:00,37585.83
2017-07-29,20:00,38742.16
2017-07-29,21:00,38454.87
2017-07-29,22:00,37908.94
2017-07-29,23:00,36426.81
2017-07-30,00:00,34395.69
2017-07-30,01:00,33036.33
2017-07-30,02:00,31559.48
2017-07-30,03:00,30520.14
2017-07-30,04:00,29979.55
2017-07-30,05:00,28822.83
2017-07-30,06:00,27630.91
2017-07-30,07:00,28147.66
2017-07-30,08:00,29915.34
2017-07-30,09:00,32093.45
2017-07-30,10:00,33573.87
2017-07-30,11:00,34108.56
2017-07-30,12:00,34406.11
2017-07-30,13:00,34747.43
2017-07-30,14:00,35237.11
2017-07-30,15:00,35150.28
2017-07-30,16:00,35014.06
2017-07-30,17:00,34627.0
2017-07-30,18:00,34462.34
2017-07-30,19:00,34888.14
2017-07-30,20:00,36350.97
2017-07-30,21:00,36678.01
2017-07-30,22:00,36648.69
2017-07-30,23:00,35429.01
2017-07-31,00:00,33819.76
2017-07-31,01:00,32105.42
2017-07-31,02:00,31007.7
2017-07-31,03:00,30299.3
2017-07-31,04:00,29898.94
2017-07-31,05:00,29026.73
2017-07-31,06:00,28704.58
2017-07-31,07:00,31158.62
2017-07-31,08:00,37293.52
2017-07-31,09:00,40796.25
2017-07-31,10:00,42056.06
2017-07-31,11:00,42968.05
2017-07-31,12:00,42076.69
2017-07-31,13:00,43225.21
2017-07-31,14:00,44412.3
2017-07-31,15:00,44169.06
2017-07-31,16:00,43669.12
2017-07-31,17:00,42339.48
2017-07-31,18:00,40601.39
2017-07-31,19:00,39900.88
2017-07-31,20:00,40887.84
2017-07-31,21:00,40553.0
2017-07-31,22:00,40329.44
2017-07-31,23:00,38636.71
2017-08-01,00:00,36449.46
2017-08-01,01:00,34909.07
2017-08-01,02:00,33710.18
2017-08-01,03:00,32855.81
2017-08-01,04:00,32387.61
2017-08-01,05:00,31430.37
2017-08-01,06:00,30861.82
2017-08-01,07:00,32724.58
2017-08-01,08:00,38142.0
2017-08-01,09:00,41427.82
2017-08-01,10:00,42455.91
2017-08-01,11:00,43248.46
2017-08-01,12:00,42167.73
2017-08-01,13:00,43445.82
2017-08-01,14:00,44532.8
2017-08-01,15:00,44308.52
2017-08-01,16:00,43975.98
2017-08-01,17:00,42602.97
2017-08-01,18:00,40778.89
2017-08-01,19:00,40143.5
2017-08-01,20:00,41208.46
2017-08-01,21:00,40299.69
2017-08-01,22:00,40567.57
2017-08-01,23:00,38603.19
2017-08-02,00:00,36616.59
2017-08-02,01:00,35088.97
2017-08-02,02:00,33757.31
2017-08-02,03:00,33045.81
2017-08-02,04:00,32732.65
2017-08-02,05:00,32052.53
2017-08-02,06:00,31215.77
2017-08-02,07:00,33020.77
2017-08-02,08:00,38171.1
2017-08-02,09:00,41587.56
2017-08-02,10:00,42949.22
2017-08-02,11:00,44029.17
2017-08-02,12:00,42946.49
2017-08-02,13:00,44091.75
2017-08-02,14:00,44954.5
2017-08-02,15:00,44937.83
2017-08-02,16:00,44624.01
2017-08-02,17:00,42973.31
2017-08-02,18:00,41110.51
2017-08-02,19:00,40520.29
2017-08-02,20:00,41428.09
2017-08-02,21:00,41103.47
2017-08-02,22:00,40738.57
2017-08-02,23:00,39230.2
2017-08-03,00:00,37191.81
2017-08-03,01:00,35333.24
2017-08-03,02:00,34114.15
2017-08-03,03:00,33347.65
2017-08-03,04:00,32780.84
2017-08-03,05:00,32148.58
2017-08-03,06:00,31450.79
2017-08-03,07:00,33382.48
2017-08-03,08:00,39022.1
2017-08-03,09:00,42221.51
2017-08-03,10:00,43635.42
2017-08-03,11:00,44636.65
2017-08-03,12:00,43268.79
2017-08-03,13:00,44750.05
2017-08-03,14:00,45930.68
2017-08-03,15:00,45421.58
2017-08-03,16:00,45029.17
2017-08-03,17:00,43088.76
2017-08-03,18:00,40817.19
2017-08-03,19:00,39963.68
2017-08-03,20:00,40462.46
2017-08-03,21:00,40624.33
2017-08-03,22:00,39911.36
2017-08-03,23:00,38389.66
2017-08-04,00:00,36618.08
2017-08-04,01:00,34650.59
2017-08-04,02:00,33248.5
2017-08-04,03:00,32261.0
2017-08-04,04:00,31883.74
2017-08-04,05:00,31230.7
2017-08-04,06:00,30378.31
2017-08-04,07:00,32603.94
2017-08-04,08:00,37957.23
2017-08-04,09:00,41659.4
2017-08-04,10:00,42946.58
2017-08-04,11:00,44202.79
2017-08-04,12:00,43026.21
2017-08-04,13:00,42426.6
2017-08-04,14:00,44497.69
2017-08-04,15:00,44435.38
2017-08-04,16:00,43768.25
2017-08-04,17:00,42117.37
2017-08-04,18:00,39926.17
2017-08-04,19:00,39036.18
2017-08-04,20:00,40064.18
2017-08-04,21:00,39703.87
2017-08-04,22:00,39182.22
2017-08-04,23:00,37785.36
2017-08-05,00:00,35844.92
2017-08-05,01:00,34201.79
2017-08-05,02:00,32750.03
2017-08-05,03:00,31639.35
2017-08-05,04:00,31287.47
2017-08-05,05:00,30712.24
2017-08-05,06:00,29812.87
2017-08-05,07:00,31229.46
2017-08-05,08:00,35257.77
2017-08-05,09:00,38662.31
2017-08-05,10:00,40441.39
2017-08-05,11:00,41284.71
2017-08-05,12:00,40411.33
2017-08-05,13:00,41078.06
2017-08-05,14:00,41413.97
2017-08-05,15:00,40984.83
2017-08-05,16:00,40379.45
2017-08-05,17:00,38965.57
2017-08-05,18:00,38191.34
2017-08-05,19:00,37884.92
2017-08-05,20:00,39040.0
2017-08-05,21:00,38848.52
2017-08-05,22:00,37960.51
2017-08-05,23:00,36611.67
2017-08-06,00:00,34702.65
2017-08-06,01:00,33067.21
2017-08-06,02:00,31473.54
2017-08-06,03:00,30237.81
2017-08-06,04:00,29762.75
2017-08-06,05:00,28950.03
2017-08-06,06:00,27779.16
2017-08-06,07:00,28119.54
2017-08-06,08:00,29852.45
2017-08-06,09:00,31883.48
2017-08-06,10:00,33915.08
2017-08-06,11:00,34832.19
2017-08-06,12:00,35233.94
2017-08-06,13:00,36066.58
2017-08-06,14:00,36341.55
2017-08-06,15:00,35924.94
2017-08-06,16:00,35652.56
2017-08-06,17:00,34993.85
2017-08-06,18:00,34702.91
2017-08-06,19:00,35116.53
2017-08-06,20:00,36766.3
2017-08-06,21:00,36948.55
2017-08-06,22:00,36415.7
2017-08-06,23:00,35401.32
2017-08-07,00:00,33629.38
2017-08-07,01:00,32182.77
2017-08-07,02:00,30801.15
2017-08-07,03:00,30043.06
2017-08-07,04:00,29611.83
2017-08-07,05:00,29086.44
2017-08-07,06:00,28765.59
2017-08-07,07:00,30845.71
2017-08-07,08:00,37481.97
2017-08-07,09:00,41567.92
2017-08-07,10:00,43333.18
2017-08-07,11:00,44548.68
2017-08-07,12:00,43682.56
2017-08-07,13:00,44513.14
2017-08-07,14:00,45817.78
2017-08-07,15:00,45652.16
2017-08-07,16:00,45196.29
2017-08-07,17:00,43504.46
2017-08-07,18:00,41325.67
2017-08-07,19:00,40518.43
2017-08-07,20:00,41922.5
2017-08-07,21:00,41442.74
2017-08-07,22:00,40696.22
2017-08-07,23:00,39264.58
2017-08-08,00:00,37138.02
2017-08-08,01:00,35331.29
2017-08-08,02:00,33711.7
2017-08-08,03:00,32682.65
2017-08-08,04:00,32349.28
2017-08-08,05:00,31891.53
2017-08-08,06:00,31405.11
2017-08-08,07:00,33273.64
2017-08-08,08:00,38781.77
2017-08-08,09:00,42383.4
2017-08-08,10:00,44173.46
2017-08-08,11:00,45058.54
2017-08-08,12:00,44250.86
2017-08-08,13:00,45290.43
2017-08-08,14:00,45994.38
2017-08-08,15:00,45709.26
2017-08-08,16:00,45183.02
2017-08-08,17:00,43922.56
2017-08-08,18:00,41947.09
2017-08-08,19:00,41634.19
2017-08-08,20:00,42622.4
2017-08-08,21:00,41794.65
2017-08-08,22:00,41143.64
2017-08-08,23:00,39761.29
2017-08-09,00:00,37776.95
2017-08-09,01:00,35964.76
2017-08-09,02:00,34428.97
2017-08-09,03:00,33534.09
2017-08-09,04:00,32905.66
2017-08-09,05:00,32429.43
2017-08-09,06:00,31533.99
2017-08-09,07:00,33781.04
2017-08-09,08:00,39310.24
2017-08-09,09:00,42882.7
2017-08-09,10:00,44395.39
2017-08-09,11:00,45549.09
2017-08-09,12:00,44382.75
2017-08-09,13:00,45666.34
2017-08-09,14:00,46840.07
2017-08-09,15:00,46598.04
2017-08-09,16:00,45836.67
2017-08-09,17:00,44385.78
2017-08-09,18:00,42370.02
2017-08-09,19:00,41463.44
2017-08-09,20:00,42181.18
2017-08-09,21:00,41519.44
2017-08-09,22:00,41172.59
2017-08-09,23:00,39740.16
2017-08-10,00:00,37143.54
2017-08-10,01:00,35530.47
2017-08-10,02:00,33998.5
2017-08-10,03:00,33462.1
2017-08-10,04:00,33152.98
2017-08-10,05:00,32514.79
2017-08-10,06:00,31801.18
2017-08-10,07:00,33873.93
2017-08-10,08:00,39223.37
2017-08-10,09:00,42680.94
2017-08-10,10:00,43909.51
2017-08-10,11:00,45025.05
2017-08-10,12:00,43918.43
2017-08-10,13:00,45148.94
2017-08-10,14:00,46274.3
2017-08-10,15:00,46016.43
2017-08-10,16:00,45430.81
2017-08-10,17:00,44105.81
2017-08-10,18:00,42356.09
2017-08-10,19:00,41731.7
2017-08-10,20:00,42638.95
2017-08-10,21:00,42201.81
2017-08-10,22:00,41231.85
2017-08-10,23:00,40151.58
2017-08-11,00:00,37741.73
2017-08-11,01:00,35916.9
2017-08-11,02:00,34630.06
2017-08-11,03:00,33701.44
2017-08-11,04:00,33217.98
2017-08-11,05:00,32468.97
2017-08-11,06:00,31712.05
2017-08-11,07:00,33966.27
2017-08-11,08:00,39338.53
2017-08-11,09:00,43001.2
2017-08-11,10:00,44545.61
2017-08-11,11:00,45493.69
2017-08-11,12:00,44098.39
2017-08-11,13:00,43817.28
2017-08-11,14:00,46305.57
2017-08-11,15:00,46347.49
2017-08-11,16:00,45895.08
2017-08-11,17:00,44388.91
2017-08-11,18:00,42007.32
2017-08-11,19:00,41518.59
2017-08-11,20:00,42430.25
2017-08-11,21:00,41847.41
2017-08-11,22:00,41102.01
2017-08-11,23:00,39227.0
2017-08-12,00:00,37698.7
2017-08-12,01:00,36049.67
2017-08-12,02:00,34520.91
2017-08-12,03:00,33646.75
2017-08-12,04:00,32980.11
2017-08-12,05:00,32693.29
2017-08-12,06:00,31094.03
2017-08-12,07:00,32627.55
2017-08-12,08:00,37159.72
2017-08-12,09:00,40154.4
2017-08-12,10:00,41763.93
2017-08-12,11:00,42936.28
2017-08-12,12:00,41860.07
2017-08-12,13:00,42341.08
2017-08-12,14:00,42775.74
2017-08-12,15:00,41980.52
2017-08-12,16:00,41422.51
2017-08-12,17:00,40457.89
2017-08-12,18:00,39779.38
2017-08-12,19:00,39607.72
2017-08-12,20:00,40440.11
2017-08-12,21:00,39900.28
2017-08-12,22:00,39151.52
2017-08-12,23:00,37501.47
2017-08-13,00:00,35630.95
2017-08-13,01:00,33834.25
2017-08-13,02:00,32591.2
2017-08-13,03:00,31811.72
2017-08-13,04:00,31021.85
2017-08-13,05:00,30504.97
2017-08-13,06:00,28842.92
2017-08-13,07:00,29255.26
2017-08-13,08:00,30823.12
2017-08-13,09:00,32746.25
2017-08-13,10:00,34400.16
2017-08-13,11:00,35381.89
2017-08-13,12:00,35495.86
2017-08-13,13:00,36269.43
2017-08-13,14:00,36499.96
2017-08-13,15:00,36550.06
2017-08-13,16:00,36089.23
2017-08-13,17:00,35665.72
2017-08-13,18:00,35736.92
2017-08-13,19:00,36175.47
2017-08-13,20:00,37998.81
2017-08-13,21:00,37593.9
2017-08-13,22:00,37188.59
2017-08-13,23:00,36007.88
2017-08-14,00:00,34545.77
2017-08-14,01:00,32709.89
2017-08-14,02:00,31620.95
2017-08-14,03:00,31266.81
2017-08-14,04:00,30601.21
2017-08-14,05:00,30353.39
2017-08-14,06:00,29530.51
2017-08-14,07:00,31918.61
2017-08-14,08:00,38174.08
2017-08-14,09:00,41680.95
2017-08-14,10:00,43072.36
2017-08-14,11:00,44098.86
2017-08-14,12:00,43019.12
2017-08-14,13:00,44286.86
2017-08-14,14:00,45513.1
2017-08-14,15:00,45151.68
2017-08-14,16:00,44685.49
2017-08-14,17:00,43092.0
2017-08-14,18:00,41263.33
2017-08-14,19:00,40697.02
2017-08-14,20:00,41644.44
2017-08-14,21:00,40999.87
2017-08-14,22:00,40246.12
2017-08-14,23:00,39070.68
2017-08-15,00:00,36744.24
2017-08-15,01:00,35109.38
2017-08-15,02:00,33856.66
2017-08-15,03:00,33232.0
2017-08-15,04:00,32764.55
2017-08-15,05:00,32279.06
2017-08-15,06:00,31033.31
2017-08-15,07:00,33063.43
2017-08-15,08:00,38379.26
2017-08-15,09:00,41723.55
2017-08-15,10:00,42878.5
2017-08-15,11:00,43621.56
2017-08-15,12:00,42653.7
2017-08-15,13:00,43542.46
2017-08-15,14:00,44638.79
2017-08-15,15:00,44325.21
2017-08-15,16:00,43470.28
2017-08-15,17:00,42222.27
2017-08-15,18:00,40569.64
2017-08-15,19:00,40181.61
2017-08-15,20:00,41271.85
2017-08-15,21:00,40389.55
2017-08-15,22:00,39556.28
2017-08-15,23:00,38602.98
2017-08-16,00:00,36262.08
2017-08-16,01:00,34443.95
2017-08-16,02:00,33474.44
2017-08-16,03:00,32920.56
2017-08-16,04:00,32608.43
2017-08-16,05:00,32179.93
2017-08-16,06:00,30775.74
2017-08-16,07:00,33137.4
2017-08-16,08:00,38572.36
2017-08-16,09:00,42369.27
2017-08-16,10:00,42780.69
2017-08-16,11:00,44044.66
2017-08-16,12:00,42691.81
2017-08-16,13:00,43533.2
2017-08-16,14:00,44606.85
2017-08-16,15:00,44490.74
2017-08-16,16:00,44040.41
2017-08-16,17:00,42184.02
2017-08-16,18:00,40650.44
2017-08-16,19:00,40302.68
2017-08-16,20:00,41319.7
2017-08-16,21:00,40611.08
2017-08-16,22:00,40019.1
2017-08-16,23:00,38308.1
2017-08-17,00:00,36006.69
2017-08-17,01:00,34513.03
2017-08-17,02:00,33280.08
2017-08-17,03:00,32660.15
2017-08-17,04:00,32386.71
2017-08-17,05:00,32036.68
2017-08-17,06:00,31034.37
2017-08-17,07:00,32659.61
2017-08-17,08:00,38375.84
2017-08-17,09:00,41183.39
2017-08-17,10:00,42458.78
2017-08-17,11:00,43477.32
2017-08-17,12:00,42332.56
2017-08-17,13:00,43481.03
2017-08-17,14:00,44543.95
2017-08-17,15:00,44290.27
2017-08-17,16:00,43678.08
2017-08-17,17:00,41718.65
2017-08-17,18:00,40725.43
2017-08-17,19:00,40223.75
2017-08-17,20:00,41140.75
2017-08-17,21:00,40416.39
2017-08-17,22:00,39686.54
2017-08-17,23:00,37747.29
2017-08-18,00:00,36015.34
2017-08-18,01:00,34182.17
2017-08-18,02:00,33281.93
2017-08-18,03:00,32618.52
2017-08-18,04:00,32135.78
2017-08-18,05:00,31670.55
2017-08-18,06:00,30750.12
2017-08-18,07:00,32720.14
2017-08-18,08:00,38282.3
2017-08-18,09:00,41509.01
2017-08-18,10:00,43053.36
2017-08-18,11:00,44006.92
2017-08-18,12:00,42469.9
2017-08-18,13:00,41937.18
2017-08-18,14:00,44247.42
2017-08-18,15:00,44550.24
2017-08-18,16:00,43732.93
2017-08-18,17:00,42022.29
2017-08-18,18:00,40692.62
2017-08-18,19:00,40077.02
2017-08-18,20:00,40957.12
2017-08-18,21:00,39989.8
2017-08-18,22:00,39133.44
2017-08-18,23:00,38028.62
2017-08-19,00:00,36042.11
2017-08-19,01:00,34421.04
2017-08-19,02:00,33325.59
2017-08-19,03:00,32273.78
2017-08-19,04:00,31887.24
2017-08-19,05:00,31396.37
2017-08-19,06:00,30262.87
2017-08-19,07:00,31578.55
2017-08-19,08:00,35713.97
2017-08-19,09:00,38863.12
2017-08-19,10:00,40392.62
2017-08-19,11:00,41438.36
2017-08-19,12:00,40265.59
2017-08-19,13:00,41232.37
2017-08-19,14:00,41630.41
2017-08-19,15:00,41063.45
2017-08-19,16:00,40316.84
2017-08-19,17:00,39136.3
2017-08-19,18:00,38790.51
2017-08-19,19:00,38312.53
2017-08-19,20:00,39587.35
2017-08-19,21:00,38618.65
2017-08-19,22:00,38024.96
2017-08-19,23:00,36600.68
2017-08-20,00:00,34602.94
2017-08-20,01:00,33107.42
2017-08-20,02:00,31822.69
2017-08-20,03:00,30907.8
2017-08-20,04:00,30390.29
2017-08-20,05:00,29808.78
2017-08-20,06:00,28278.25
2017-08-20,07:00,28474.84
2017-08-20,08:00,30303.13
2017-08-20,09:00,32143.49
2017-08-20,10:00,33493.92
2017-08-20,11:00,34614.03
2017-08-20,12:00,34584.15
2017-08-20,13:00,35419.85
2017-08-20,14:00,35698.19
2017-08-20,15:00,35748.13
2017-08-20,16:00,35659.75
2017-08-20,17:00,34913.15
2017-08-20,18:00,34919.34
2017-08-20,19:00,35782.41
2017-08-20,20:00,37183.24
2017-08-20,21:00,36346.86
2017-08-20,22:00,35966.29
2017-08-20,23:00,34944.59
2017-08-21,00:00,33211.66
2017-08-21,01:00,31843.48
2017-08-21,02:00,30943.28
2017-08-21,03:00,30273.8
2017-08-21,04:00,29833.76
2017-08-21,05:00,29636.76
2017-08-21,06:00,28905.37
2017-08-21,07:00,30985.15
2017-08-21,08:00,37012.76
2017-08-21,09:00,40424.66
2017-08-21,10:00,41700.43
2017-08-21,11:00,42849.71
2017-08-21,12:00,41672.96
2017-08-21,13:00,42716.16
2017-08-21,14:00,43554.12
2017-08-21,15:00,43458.53
2017-08-21,16:00,43097.76
2017-08-21,17:00,41941.11
2017-08-21,18:00,40041.04
2017-08-21,19:00,39430.29
2017-08-21,20:00,40650.26
2017-08-21,21:00,39654.67
2017-08-21,22:00,38839.36
2017-08-21,23:00,37498.45
2017-08-22,00:00,35281.11
2017-08-22,01:00,33677.22
2017-08-22,02:00,32693.04
2017-08-22,03:00,31941.53
2017-08-22,04:00,31510.86
2017-08-22,05:00,31384.32
2017-08-22,06:00,30615.71
2017-08-22,07:00,32367.31
2017-08-22,08:00,37392.08
2017-08-22,09:00,40462.45
2017-08-22,10:00,41503.76
2017-08-22,11:00,42147.36
2017-08-22,12:00,40476.09
2017-08-22,13:00,41322.61
2017-08-22,14:00,42356.04
2017-08-22,15:00,42051.31
2017-08-22,16:00,41069.01
2017-08-22,17:00,39980.37
2017-08-22,18:00,38826.0
2017-08-22,19:00,38958.85
2017-08-22,20:00,39654.9
2017-08-22,21:00,38591.08
2017-08-22,22:00,38075.13
2017-08-22,23:00,36279.67
2017-08-23,00:00,34447.8
2017-08-23,01:00,32771.13
2017-08-23,02:00,32002.01
2017-08-23,03:00,31150.41
2017-08-23,04:00,30791.56
2017-08-23,05:00,30601.24
2017-08-23,06:00,29614.82
2017-08-23,07:00,31226.11
2017-08-23,08:00,36430.74
2017-08-23,09:00,39561.72
2017-08-23,10:00,40581.64
2017-08-23,11:00,41425.53
2017-08-23,12:00,40096.48
2017-08-23,13:00,41182.13
2017-08-23,14:00,42046.66
2017-08-23,15:00,41802.26
2017-08-23,16:00,40986.84
2017-08-23,17:00,40251.9
2017-08-23,18:00,38928.56
2017-08-23,19:00,39184.23
2017-08-23,20:00,39726.14
2017-08-23,21:00,38694.25
2017-08-23,22:00,38107.83
2017-08-23,23:00,36697.63
2017-08-24,00:00,34619.37
2017-08-24,01:00,33023.49
2017-08-24,02:00,32149.08
2017-08-24,03:00,31275.81
2017-08-24,04:00,31000.71
2017-08-24,05:00,30363.0
2017-08-24,06:00,29384.84
2017-08-24,07:00,31327.31
2017-08-24,08:00,36357.92
2017-08-24,09:00,39526.42
2017-08-24,10:00,40521.83
2017-08-24,11:00,41382.26
2017-08-24,12:00,40256.59
2017-08-24,13:00,41336.06
2017-08-24,14:00,42500.39
2017-08-24,15:00,42200.99
2017-08-24,16:00,41904.25
2017-08-24,17:00,40988.52
2017-08-24,18:00,39463.31
2017-08-24,19:00,39574.35
2017-08-24,20:00,40280.59
2017-08-24,21:00,39199.04
2017-08-24,22:00,38508.23
2017-08-24,23:00,36953.29
2017-08-25,00:00,34746.39
2017-08-25,01:00,33074.35
2017-08-25,02:00,31993.74
2017-08-25,03:00,31229.41
2017-08-25,04:00,30916.22
2017-08-25,05:00,30906.47
2017-08-25,06:00,29841.97
2017-08-25,07:00,31395.08
2017-08-25,08:00,36409.01
2017-08-25,09:00,39392.6
2017-08-25,10:00,40339.47
2017-08-25,11:00,41566.55
2017-08-25,12:00,40127.24
2017-08-25,13:00,39669.48
2017-08-25,14:00,41924.03
2017-08-25,15:00,41870.56
2017-08-25,16:00,41652.72
2017-08-25,17:00,40305.69
2017-08-25,18:00,38877.61
2017-08-25,19:00,38999.19
2017-08-25,20:00,39853.26
2017-08-25,21:00,38701.26
2017-08-25,22:00,37949.99
2017-08-25,23:00,36629.97
2017-08-26,00:00,34726.35
2017-08-26,01:00,33173.64
2017-08-26,02:00,31818.82
2017-08-26,03:00,31159.3
2017-08-26,04:00,30757.69
2017-08-26,05:00,30401.98
2017-08-26,06:00,29029.42
2017-08-26,07:00,30336.66
2017-08-26,08:00,34404.62
2017-08-26,09:00,37296.94
2017-08-26,10:00,38515.98
2017-08-26,11:00,39309.84
2017-08-26,12:00,38035.31
2017-08-26,13:00,38676.85
2017-08-26,14:00,39455.53
2017-08-26,15:00,38994.27
2017-08-26,16:00,38415.3
2017-08-26,17:00,37505.47
2017-08-26,18:00,37031.32
2017-08-26,19:00,37839.71
2017-08-26,20:00,38339.56
2017-08-26,21:00,37450.85
2017-08-26,22:00,36775.44
2017-08-26,23:00,35355.73
2017-08-27,00:00,33123.86
2017-08-27,01:00,31581.52
2017-08-27,02:00,30561.29
2017-08-27,03:00,29468.44
2017-08-27,04:00,29397.35
2017-08-27,05:00,29053.28
2017-08-27,06:00,27254.3
2017-08-27,07:00,27589.31
2017-08-27,08:00,29655.99
2017-08-27,09:00,31377.03
2017-08-27,10:00,32775.05
2017-08-27,11:00,33796.93
2017-08-27,12:00,33495.27
2017-08-27,13:00,34362.09
2017-08-27,14:00,34698.77
2017-08-27,15:00,34812.53
2017-08-27,16:00,34364.21
2017-08-27,17:00,33991.89
2017-08-27,18:00,33676.76
2017-08-27,19:00,35041.42
2017-08-27,20:00,36240.81
2017-08-27,21:00,35338.11
2017-08-27,22:00,35090.61
2017-08-27,23:00,33445.87
2017-08-28,00:00,32251.26
2017-08-28,01:00,30815.37
2017-08-28,02:00,29783.87
2017-08-28,03:00,29072.69
2017-08-28,04:00,28797.88
2017-08-28,05:00,28634.95
2017-08-28,06:00,27797.72
2017-08-28,07:00,29105.39
2017-08-28,08:00,34063.71
2017-08-28,09:00,37392.98
2017-08-28,10:00,38789.1
2017-08-28,11:00,39612.95
2017-08-28,12:00,38787.71
2017-08-28,13:00,39719.56
2017-08-28,14:00,40699.09
2017-08-28,15:00,40418.61
2017-08-28,16:00,40285.28
2017-08-28,17:00,39300.62
2017-08-28,18:00,38010.62
2017-08-28,19:00,38202.13
2017-08-28,20:00,38863.96
2017-08-28,21:00,37517.45
2017-08-28,22:00,37354.28
2017-08-28,23:00,35890.48
2017-08-29,00:00,33525.54
2017-08-29,01:00,31945.14
2017-08-29,02:00,30850.24
2017-08-29,03:00,30096.57
2017-08-29,04:00,29728.25
2017-08-29,05:00,29729.85
2017-08-29,06:00,28480.52
2017-08-29,07:00,29614.16
2017-08-29,08:00,33866.7
2017-08-29,09:00,36954.9
2017-08-29,10:00,38273.56
2017-08-29,11:00,39048.32
2017-08-29,12:00,38309.06
2017-08-29,13:00,38999.46
2017-08-29,14:00,39370.77
2017-08-29,15:00,39416.1
2017-08-29,16:00,38676.37
2017-08-29,17:00,37554.33
2017-08-29,18:00,36389.77
2017-08-29,19:00,37256.96
2017-08-29,20:00,37456.05
2017-08-29,21:00,36310.02
2017-08-29,22:00,35792.57
2017-08-29,23:00,33678.46
2017-08-30,00:00,31867.75
2017-08-30,01:00,30036.05
2017-08-30,02:00,29082.06
2017-08-30,03:00,28196.09
2017-08-30,04:00,27559.33
2017-08-30,05:00,27290.85
2017-08-30,06:00,25972.64
2017-08-30,07:00,26576.51
2017-08-30,08:00,29327.41
2017-08-30,09:00,31460.88
2017-08-30,10:00,32868.8
2017-08-30,11:00,33623.3
2017-08-30,12:00,33208.18
2017-08-30,13:00,33763.68
2017-08-30,14:00,34101.04
2017-08-30,15:00,33736.72
2017-08-30,16:00,33053.44
2017-08-30,17:00,32293.04
2017-08-30,18:00,32191.68
2017-08-30,19:00,33146.75
2017-08-30,20:00,33337.55
2017-08-30,21:00,32702.93
2017-08-30,22:00,31933.83
2017-08-30,23:00,30594.96
2017-08-31,00:00,28738.72
2017-08-31,01:00,27176.61
2017-08-31,02:00,26040.56
2017-08-31,03:00,25173.21
2017-08-31,04:00,24697.28
2017-08-31,05:00,24370.75
2017-08-31,06:00,23180.62
2017-08-31,07:00,23515.77
2017-08-31,08:00,25549.71
2017-08-31,09:00,27280.06
2017-08-31,10:00,28301.02
2017-08-31,11:00,28920.98
2017-08-31,12:00,28902.86
2017-08-31,13:00,28872.28
2017-08-31,14:00,28599.86
2017-08-31,15:00,28617.56
2017-08-31,16:00,28521.82
2017-08-31,17:00,28393.44
2017-08-31,18:00,28588.3
2017-08-31,19:00,29955.21
2017-08-31,20:00,30795.82
2017-08-31,21:00,30312.03
2017-08-31,22:00,29425.48
2017-08-31,23:00,27213.43
2017-09-01,00:00,25889.18
2017-09-01,01:00,23756.77
2017-09-01,02:00,22437.9
2017-09-01,03:00,21659.93
2017-09-01,04:00,21318.37
2017-09-01,05:00,21577.68
